orderID,sentBy,orderTime,itemVal,closedBy,restName,paidBy,from,item,itemCount,table,closedAt
356,P5,2021-08-15 09:00:35.341000+00:00,16,testCafeAdmin,testCafe,card,admin,Cappucino,1,d10,2021-08-15 09:21:24.153000+00:00
357,P5,2021-07-12 13:47:27.431999+00:00,30,testCafeAdmin,testCafe,cash,admin,Muzlu Oralet,1,s2,2021-07-12 14:20:09.312000+00:00
358,P3,2021-09-07 15:18:34.059000+00:00,11.5,testCafeAdmin,testCafe,card,admin,Çay,2,d16,2021-09-07 17:15:40.857000+00:00
359,P1,2021-07-21 10:37:39.773000+00:00,28,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d8,2021-07-21 11:31:26.066999+00:00
360,P7,2021-09-29 13:06:41.793000+00:00,28,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,2,d12,2021-09-29 13:28:26.878000+00:00
361,P7,2021-10-02 15:24:43.140000+00:00,10,testCafeAdmin,testCafe,card,admin,Çay,2,d16,2021-10-02 16:07:36.736000+00:00
362,P1,2021-08-19 10:15:13.568000+00:00,15,testCafeAdmin,testCafe,cash,admin,IHLAMUR,1,s4,2021-08-19 11:20:53.022000+00:00
363,P2,2021-07-12 12:42:52.520999+00:00,28,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,s2,2021-07-12 12:59:31.851999+00:00
364,P6,2021-08-14 19:11:07.775000+00:00,26.88,testCafeAdmin,testCafe,cash,admin,Muzlu Oralet,1,d15,2021-08-14 19:56:56.747999+00:00
365,P7,2021-09-17 16:12:33.159000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d17,2021-09-17 16:25:18.103000+00:00
366,P5,2021-08-16 07:17:45.687999+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d18,2021-08-16 07:30:42.194000+00:00
367,P1,2021-08-05 12:36:04.161000+00:00,30.8,testCafeAdmin,testCafe,card,admin,CheeseCake,1,s7,2021-08-05 13:03:08.082999+00:00
368,P2,2021-08-12 11:30:24.842999+00:00,18,testCafeAdmin,testCafe,cash,admin,Yeşil Çay,1,d2,2021-08-12 12:03:49.046000+00:00
369,P6,2021-08-30 15:04:26.017999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d6,2021-08-30 15:42:51.834000+00:00
370,P5,2021-08-03 13:13:07.160000+00:00,5.95,testCafeAdmin,testCafe,card,admin,SODA,1,s6,2021-08-03 13:51:35.664000+00:00
371,P5,2021-08-04 18:18:33.369999+00:00,17.6,testCafeAdmin,testCafe,cash,admin,Cappucino,1,d4,2021-08-04 18:47:00.844000+00:00
372,P1,2021-07-22 18:36:31.349999+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d4,2021-07-22 19:29:23.345000+00:00
373,P6,2021-08-16 13:52:39.236000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,s7,2021-08-16 14:17:25.651000+00:00
374,P1,2021-08-28 19:05:15.479000+00:00,15.0075,testCafeAdmin,testCafe,cash,admin,SU,3,d1,2021-08-28 19:18:59.983000+00:00
375,P6,2021-08-09 19:24:05.296999+00:00,5.5,testCafeAdmin,testCafe,cash,admin,SU,1,d3,2021-08-09 20:08:22.953000+00:00
376,P6,2021-08-16 17:42:36.996999+00:00,18,testCafeAdmin,testCafe,card,admin,Yeşil Çay,1,d6,2021-08-16 19:38:15.931999+00:00
377,P6,2021-08-23 16:48:18.869999+00:00,5.5,testCafeAdmin,testCafe,cash,admin,SU,1,b4,2021-08-23 16:56:55.822000+00:00
378,P6,2021-08-16 18:55:16.032000+00:00,30,testCafeAdmin,testCafe,cash,admin,Muzlu Oralet,1,d5,2021-08-16 19:15:55.190999+00:00
379,P6,2021-07-26 16:31:29.992000+00:00,5.75,testCafeAdmin,testCafe,card,admin,SU,1,s3,2021-07-26 16:44:15.029000+00:00
380,P6,2021-08-22 13:44:24.302000+00:00,30.8,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d4,2021-08-22 14:07:04.173000+00:00
381,P5,2021-08-23 10:30:14.941999+00:00,10.2,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,b3,2021-08-23 10:49:16.977999+00:00
382,P1,2021-08-01 13:47:04.823999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,b6,2021-08-01 13:46:24.309000+00:00
383,P1,2021-08-31 15:23:31.664000+00:00,32.2,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d2,2021-08-31 18:08:07.877000+00:00
384,P3,2021-09-13 14:29:17.769000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d4,2021-09-13 14:53:25.170000+00:00
385,P5,2021-06-26 12:25:48.069000+00:00,25,testCafeAdmin,testCafe,card,admin,CheeseCake,1,b1,2021-06-26 14:20:57.664000+00:00
386,P6,2021-08-16 15:42:25.193000+00:00,26.4,testCafeAdmin,testCafe,cash,admin,Americano,2,b4,2021-08-16 16:28:34.456000+00:00
387,P5,2021-07-13 08:13:02.038000+00:00,7,testCafeAdmin,testCafe,card,admin,SODA,1,d1,2021-07-13 08:52:56.783999+00:00
388,P2,2021-08-05 10:42:38.505000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,s1,2021-08-05 11:11:25.855000+00:00
389,P2,2021-08-15 17:19:18.039999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d11,2021-08-15 18:11:34.348000+00:00
390,P6,2021-08-21 15:57:39.233000+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d5,2021-08-21 16:21:40.221999+00:00
391,P1,2021-08-18 19:41:18.829999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,b4,2021-08-18 19:58:42.489000+00:00
392,P7,2021-10-09 15:36:21.381000+00:00,10,testCafeAdmin,testCafe,card,admin,Çay,2,d4,2021-10-09 16:02:25.262000+00:00
393,P5,2021-07-14 19:03:17.792999+00:00,15.12,testCafeAdmin,testCafe,card,admin,Cappucino,1,d5,2021-07-14 19:42:38.654000+00:00
394,P1,2021-10-03 19:00:52.663000+00:00,32,testCafeAdmin,testCafe,cash,admin,Cappucino,2,s2,2021-10-03 19:22:00.607000+00:00
395,P1,2021-07-27 17:58:22.194999+00:00,5,testCafeAdmin,testCafe,card,admin,Çay,1,d9,2021-07-27 19:05:41.138999+00:00
396,P3,2021-09-09 15:39:05.240000+00:00,34.5,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d11,2021-09-09 16:21:51.404000+00:00
397,P1,2021-07-27 19:49:11.134999+00:00,28.75,testCafeAdmin,testCafe,cash,admin,SU,5,d14,2021-07-27 20:17:00.430999+00:00
398,P6,2021-09-05 15:57:50.934000+00:00,10.35,testCafeAdmin,testCafe,cash,admin,Çay,2,d2,2021-09-05 17:37:10.740999+00:00
399,P3,2021-09-06 18:56:32.510999+00:00,23.598,testCafeAdmin,testCafe,cash,admin,Limonata,1,s2,2021-09-06 19:55:35.826999+00:00
400,P5,2021-07-30 19:14:46.328000+00:00,22,testCafeAdmin,testCafe,cash,admin,Limonata,1,d2,2021-07-30 19:40:01.713999+00:00
401,P1,2021-07-24 15:14:13.744999+00:00,30.8,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,s6,2021-07-24 15:33:56.338999+00:00
402,P7,2021-09-30 14:19:44.009000+00:00,5,testCafeAdmin,testCafe,card,admin,Çay,1,d16,2021-09-30 14:51:03.596000+00:00
403,P1,2021-07-29 18:27:12.073999+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,s7,2021-07-29 18:37:31.105999+00:00
404,P1,2021-07-28 16:33:54.674999+00:00,37.03,testCafeAdmin,testCafe,card,admin,CheeseCake,1,s2,2021-07-28 17:03:48.678999+00:00
405,P5,2021-07-08 19:23:24.842000+00:00,14,testCafeAdmin,testCafe,cash,admin,SODA,2,d6,2021-07-08 19:57:37.657000+00:00
406,P7,2021-09-25 14:41:40.963000+00:00,10,testCafeAdmin,testCafe,cash,admin,Çay,2,d19,2021-09-25 14:50:37.198000+00:00
407,P5,2021-07-28 17:57:52.890000+00:00,5.5,testCafeAdmin,testCafe,cash,admin,SU,1,d8,2021-07-28 18:16:14.966000+00:00
408,P1,2021-08-04 17:00:43.246000+00:00,30,testCafeAdmin,testCafe,cash,admin,Muzlu Oralet,1,s7,2021-08-04 17:27:53.197999+00:00
409,P5,2021-07-04 13:12:49.713000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d8,2021-07-04 13:29:28.292000+00:00
410,P6,2021-07-25 14:51:06.993000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,s3,2021-07-25 15:31:48.463999+00:00
411,P1,2021-08-28 15:12:36.601000+00:00,9.89,testCafeAdmin,testCafe,cash,admin,SU,2,d5,2021-08-28 15:27:42.115999+00:00
412,P5,2021-07-21 13:23:42.661999+00:00,5,testCafeAdmin,testCafe,card,admin,Çay,1,d2,2021-07-21 13:52:40.316999+00:00
413,P6,2021-07-19 18:53:57.519000+00:00,5.5,testCafeAdmin,testCafe,card,admin,Çay,1,b2,2021-07-19 20:00:25.568000+00:00
414,P1,2021-07-13 12:08:34.645999+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,s1,2021-07-13 12:47:43.753000+00:00
415,P1,2021-10-01 16:25:29.622999+00:00,20,testCafeAdmin,testCafe,cash,admin,Çay,4,d7,2021-10-01 17:39:31.672000+00:00
416,P1,2021-08-08 17:24:31.308000+00:00,30,testCafeAdmin,testCafe,cash,admin,Oralet,1,d1,2021-08-08 17:46:52.086999+00:00
417,P7,2021-09-26 17:05:15.710999+00:00,14.007,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d17,2021-09-26 18:43:12.375000+00:00
418,P5,2021-07-26 19:06:39.188999+00:00,21.78,testCafeAdmin,testCafe,cash,admin,Yeşil Çay,1,b6,2021-07-26 19:54:41.092999+00:00
419,P1,2021-08-05 19:56:41.109999+00:00,10.692,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d8,2021-08-05 20:26:45.894000+00:00
420,P1,2021-08-12 15:21:00.217000+00:00,24.3628,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d4,2021-08-12 15:57:18.983000+00:00
421,P5,2021-07-04 19:20:44.632999+00:00,25,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d6,2021-07-04 20:36:14.417000+00:00
422,P1,2021-08-04 14:32:41.377000+00:00,30,testCafeAdmin,testCafe,cash,admin,Islak kek,1,s6,2021-08-04 14:55:54.687000+00:00
423,P1,2021-09-25 18:31:36.036999+00:00,14,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,b2,2021-09-25 18:48:53.320000+00:00
424,P5,2021-07-10 18:00:30.630000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d10,2021-07-10 18:39:30.859999+00:00
425,P7,2021-09-20 16:29:03.486000+00:00,30,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d10,2021-09-20 17:00:33.055000+00:00
426,P3,2021-09-09 18:49:08.296000+00:00,31.05,testCafeAdmin,testCafe,cash,admin,Oralet,1,d10,2021-09-09 19:24:42.822000+00:00
427,P2,2021-08-11 19:47:14.779999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d4,2021-08-11 20:08:44.694000+00:00
428,P3,2021-09-03 16:03:17.319999+00:00,31.05,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d7,2021-09-03 16:51:30.832000+00:00
429,P6,2021-08-16 18:29:04.460999+00:00,28.672,testCafeAdmin,testCafe,cash,admin,AROMALI Kivi,2,d14,2021-08-16 19:58:18.016000+00:00
430,P5,2021-07-05 16:06:36.079999+00:00,12,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,b2,2021-07-05 16:30:21.335000+00:00
431,P3,2021-09-06 19:08:33.448999+00:00,43.47,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,3,b4,2021-09-06 19:40:34.369999+00:00
432,P7,2021-10-06 18:28:38.989000+00:00,16,testCafeAdmin,testCafe,card,admin,Cappucino,1,b1,2021-10-06 19:53:16.003000+00:00
433,P6,2021-07-17 19:14:14.278000+00:00,18,testCafeAdmin,testCafe,card,admin,Yeşil Çay,1,d4,2021-07-17 20:02:23.276000+00:00
434,P3,2021-09-09 19:57:36.457000+00:00,28,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,2,d18,2021-09-09 20:17:31.355000+00:00
435,P1,2021-08-31 16:06:42.951999+00:00,30,testCafeAdmin,testCafe,cash,admin,Muzlu Oralet,1,s1,2021-08-31 16:39:31.533999+00:00
436,P1,2021-08-22 12:39:57.782999+00:00,30,testCafeAdmin,testCafe,card,admin,Islak kek,1,s5,2021-08-22 13:12:49.239000+00:00
437,P5,2021-08-16 11:38:30.104000+00:00,22,testCafeAdmin,testCafe,cash,admin,AROMALI Kivi,1,s7,2021-08-16 12:16:05.029000+00:00
438,P6,2021-07-30 20:08:43.088000+00:00,33,testCafeAdmin,testCafe,cash,admin,Oralet,1,d5,2021-07-30 20:25:27.917000+00:00
439,P5,2021-07-17 17:37:27.789000+00:00,36,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,3,d17,2021-07-17 20:21:48.770999+00:00
440,P1,2021-09-15 19:56:25.561000+00:00,5.0025,testCafeAdmin,testCafe,cash,admin,Çay,1,d11,2021-09-15 20:18:00.301000+00:00
441,P1,2021-07-31 15:56:11.792999+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d4,2021-07-31 16:29:49.032000+00:00
442,P1,2021-08-13 18:10:26.292999+00:00,27,testCafeAdmin,testCafe,cash,admin,Islak kek,1,d2,2021-08-13 19:45:23.872999+00:00
443,P7,2021-09-17 19:41:08.477999+00:00,5,testCafeAdmin,testCafe,card,admin,Çay,1,b8,2021-09-17 20:00:45.986000+00:00
444,P1,2021-08-27 15:41:53.517999+00:00,84.042,testCafeAdmin,testCafe,card,admin,CheeseCake,3,s6,2021-08-27 16:04:57.720000+00:00
445,P6,2021-08-01 18:54:25.542000+00:00,10,testCafeAdmin,testCafe,cash,admin,Çay,2,d16,2021-08-01 20:02:09.273000+00:00
446,P2,2021-08-05 09:37:55.696000+00:00,12,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,s7,2021-08-05 09:48:01.404000+00:00
447,P7,2021-09-28 18:39:18.138999+00:00,30,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d18,2021-09-28 19:13:37.425000+00:00
448,P6,2021-07-24 13:00:14.085999+00:00,18,testCafeAdmin,testCafe,cash,admin,Limonata,1,s4,2021-07-24 14:24:50.076999+00:00
449,P5,2021-08-02 15:47:04.464999+00:00,28,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d5,2021-08-02 17:15:23.368000+00:00
450,P7,2021-09-16 16:56:17.104000+00:00,30,testCafeAdmin,testCafe,card,admin,CheeseCake,1,s4,2021-09-16 18:41:10.241000+00:00
451,P1,2021-07-31 15:47:02.209000+00:00,30,testCafeAdmin,testCafe,card,admin,Islak kek,1,d10,2021-07-31 16:27:11.003999+00:00
452,P1,2021-07-30 16:55:58.313999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,s10,2021-07-30 20:39:47.446000+00:00
453,P6,2021-07-19 16:05:53.427999+00:00,22,testCafeAdmin,testCafe,cash,admin,Limonata,1,d2,2021-07-19 17:40:29.454999+00:00
454,P3,2021-09-06 19:22:04.013000+00:00,5.75,testCafeAdmin,testCafe,card,admin,SU,1,b1,2021-09-06 19:49:32.262000+00:00
455,P3,2021-09-09 17:45:29.799000+00:00,14.49,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,b8,2021-09-09 18:21:01.576999+00:00
456,P1,2021-08-08 17:24:14.947000+00:00,28,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d1,2021-08-08 17:46:52.086999+00:00
457,P5,2021-08-14 16:35:56.328000+00:00,44.8,testCafeAdmin,testCafe,cash,admin,AROMALI Kivi,2,d5,2021-08-14 17:15:43.101000+00:00
458,P7,2021-09-16 19:16:01.803999+00:00,30,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d4,2021-09-16 19:31:51.291000+00:00
459,P5,2021-07-03 14:57:25.548000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d7,2021-07-03 16:27:42.917000+00:00
460,P1,2021-08-21 12:26:35.141000+00:00,5.4,testCafeAdmin,testCafe,card,admin,SU,1,s2,2021-08-21 12:51:24.105999+00:00
461,P1,2021-09-14 13:10:58.869000+00:00,25.5,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,b6,2021-09-14 13:33:25.045000+00:00
462,P6,2021-08-24 18:06:33.068000+00:00,39.56,testCafeAdmin,testCafe,cash,admin,AROMALI Kivi,2,d17,2021-08-24 18:33:06.362999+00:00
463,P5,2021-07-09 14:08:02.823999+00:00,40,testCafeAdmin,testCafe,card,admin,Limonata,2,d5,2021-07-09 14:35:20.578999+00:00
464,P1,2021-08-28 12:37:35.803999+00:00,18,testCafeAdmin,testCafe,card,admin,Yeşil Çay,1,d3,2021-08-28 13:26:35.836999+00:00
465,P7,2021-10-11 12:18:49.756000+00:00,8.5,testCafeAdmin,testCafe,cash,admin,Çay,2,b6,2021-10-11 13:10:44.010000+00:00
466,P5,2021-07-26 18:22:17.391000+00:00,16,testCafeAdmin,testCafe,card,admin,Cappucino,1,a0,2021-07-26 21:01:45.727999+00:00
467,P5,2021-07-18 19:32:14.729000+00:00,22,testCafeAdmin,testCafe,card,admin,AROMALI Kivi,1,d2,2021-07-18 20:21:04.441999+00:00
468,P1,2021-08-22 18:55:32.010999+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d15,2021-08-22 19:47:03.313999+00:00
469,P6,2021-09-03 15:35:22.796999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,b7,2021-09-03 16:15:43.914000+00:00
470,P5,2021-08-02 17:21:02.888999+00:00,33,testCafeAdmin,testCafe,cash,admin,Islak kek,1,d16,2021-08-02 18:54:27.608000+00:00
471,P1,2021-08-18 15:43:48.132999+00:00,4.25,testCafeAdmin,testCafe,cash,admin,Çay,1,d4,2021-08-18 16:04:09.226000+00:00
472,P1,2021-07-24 18:37:36.915999+00:00,17.6,testCafeAdmin,testCafe,cash,admin,Cappucino,1,d17,2021-07-24 19:46:18.694999+00:00
473,P1,2021-08-27 13:38:20.157000+00:00,6.325,testCafeAdmin,testCafe,cash,admin,SU,1,s6,2021-08-27 14:17:30.336999+00:00
474,P3,2021-09-01 14:24:38.951999+00:00,3,testCafeAdmin,testCafe,cash,admin,Çay,1,d2,2021-09-01 14:57:09.884999+00:00
475,P1,2021-08-08 17:05:52.555000+00:00,13.8,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,d10,2021-08-08 18:04:32.332999+00:00
476,P5,2021-07-11 13:25:05.232000+00:00,36,testCafeAdmin,testCafe,card,admin,Limonata,2,b1,2021-07-11 14:06:18.229000+00:00
477,P5,2021-07-10 19:06:17.430000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d17,2021-07-10 19:50:16.005000+00:00
478,P2,2021-08-15 15:46:23.071000+00:00,28,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d4,2021-08-15 16:36:49.392999+00:00
479,P1,2021-08-13 18:39:43.851000+00:00,10.8,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d2,2021-08-13 19:45:23.872999+00:00
480,P1,2021-09-04 13:34:22.151000+00:00,33,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d3,2021-09-04 13:56:01.996000+00:00
481,P6,2021-07-16 15:35:49.785000+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d17,2021-07-16 16:06:25.170000+00:00
482,P1,2021-07-23 14:45:16.308000+00:00,30.8,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,b6,2021-07-23 15:21:05.427999+00:00
483,P1,2021-09-04 17:58:47.878999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d11,2021-09-04 18:49:35.627000+00:00
484,P5,2021-08-14 17:40:46.062000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d16,2021-08-14 18:22:03.611000+00:00
485,P2,2021-08-02 10:26:48.697000+00:00,31.5,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,s7,2021-08-02 10:39:54.147000+00:00
486,P5,2021-07-12 13:31:21.114000+00:00,23.8,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d11,2021-07-12 13:54:16.793999+00:00
487,P1,2021-07-24 19:20:06.013999+00:00,15,testCafeAdmin,testCafe,card,admin,Filtre Kahve,1,d8,2021-07-24 19:55:03.549999+00:00
488,P3,2021-09-06 19:09:07.961999+00:00,14.49,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,s5,2021-09-06 19:32:34.789000+00:00
489,P5,2021-08-02 17:38:28.086999+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d5,2021-08-02 18:12:27.188999+00:00
490,P7,2021-09-21 17:31:19.545000+00:00,14,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,s7,2021-09-21 18:39:18.437000+00:00
491,P7,2021-09-19 18:20:24.196000+00:00,30.015,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d4,2021-09-19 19:05:04.625000+00:00
492,P5,2021-07-11 20:06:21.506000+00:00,4.25,testCafeAdmin,testCafe,card,admin,Çay,1,d16,2021-07-11 20:17:16.651999+00:00
493,P6,2021-08-10 15:35:41.249000+00:00,56,testCafeAdmin,testCafe,card,admin,CheeseCake,2,d11,2021-08-10 15:58:55.880000+00:00
494,P1,2021-08-17 20:05:04.653000+00:00,29.325,testCafeAdmin,testCafe,cash,admin,Oralet,1,d16,2021-08-17 20:16:23.023000+00:00
495,P6,2021-08-31 18:45:08.878000+00:00,30.8,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d7,2021-08-31 19:22:08.311000+00:00
496,P3,2021-09-03 13:04:17.292000+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d12,2021-09-03 13:50:11.701999+00:00
497,P6,2021-08-10 15:18:23.322999+00:00,5.5,testCafeAdmin,testCafe,cash,admin,SU,1,d5,2021-08-10 16:33:13.338999+00:00
498,P7,2021-09-29 13:19:03.061000+00:00,5,testCafeAdmin,testCafe,card,admin,Çay,1,d1,2021-09-29 14:07:45.377000+00:00
499,P1,2021-07-28 16:46:42.069999+00:00,30.8,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,s4,2021-07-28 17:04:39.207999+00:00
500,P7,2021-09-29 16:52:51.838999+00:00,5,testCafeAdmin,testCafe,card,admin,Çay,1,d19,2021-09-29 17:46:06.745000+00:00
501,P1,2021-08-13 15:59:37.390000+00:00,18,testCafeAdmin,testCafe,card,admin,Limonata,1,d14,2021-08-13 16:48:07.825999+00:00
502,P5,2021-07-03 13:39:07.236999+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d11,2021-07-03 14:17:06.918999+00:00
503,P1,2021-09-18 14:11:32.029000+00:00,60,testCafeAdmin,testCafe,card,admin,CheeseCake,2,d4,2021-09-18 14:47:18.907000+00:00
504,P6,2021-07-24 12:26:21.846999+00:00,12,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,d7,2021-07-24 13:29:39.588999+00:00
505,P1,2021-08-07 17:08:04.433000+00:00,30.8,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d2,2021-08-07 18:11:43.197999+00:00
506,P5,2021-07-31 19:15:28.520999+00:00,18.4,testCafeAdmin,testCafe,card,admin,Cappucino,1,d2,2021-07-31 20:09:31.433000+00:00
507,P5,2021-06-26 13:34:52.157000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,s2,2021-06-26 15:06:47.007999+00:00
508,P1,2021-10-08 15:31:49.005000+00:00,30,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d7,2021-10-08 16:51:47.228000+00:00
509,P6,2021-09-02 14:23:28.835999+00:00,10.12,testCafeAdmin,testCafe,card,admin,SU,2,d4,2021-09-02 15:02:02.598999+00:00
510,P1,2021-07-29 16:04:33.595999+00:00,22,testCafeAdmin,testCafe,cash,admin,Limonata,1,d17,2021-07-29 16:32:50.605000+00:00
511,P6,2021-08-24 15:39:23.614000+00:00,12.75,testCafeAdmin,testCafe,card,admin,Çay,3,d4,2021-08-24 16:01:59.815999+00:00
512,P1,2021-08-06 17:19:53.684000+00:00,11.5,testCafeAdmin,testCafe,cash,admin,SU,2,b4,2021-08-06 18:00:03.204999+00:00
513,P7,2021-10-03 09:46:58.703999+00:00,28,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,2,d5,2021-10-03 10:01:55.718000+00:00
514,P5,2021-07-04 20:15:31.523999+00:00,10,testCafeAdmin,testCafe,cash,admin,SU,2,d11,2021-07-04 20:23:02.098000+00:00
515,P6,2021-08-28 16:15:16.802999+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,b4,2021-08-28 17:52:30.000999+00:00
516,P1,2021-08-31 17:05:50.538000+00:00,16.5,testCafeAdmin,testCafe,card,admin,Americano,1,b8,2021-08-31 18:12:53.322999+00:00
517,P6,2021-08-16 16:35:47.282999+00:00,10,testCafeAdmin,testCafe,cash,admin,Çay,2,b6,2021-08-16 16:51:12.112999+00:00
518,P2,2021-08-11 19:31:25.940999+00:00,29.4,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,b8,2021-08-11 20:11:45.910000+00:00
519,P2,2021-07-04 12:20:50.565999+00:00,5,testCafeAdmin,testCafe,card,admin,Çay,1,b1,2021-07-04 13:30:13.183000+00:00
520,P1,2021-09-06 20:03:43.917000+00:00,30,testCafeAdmin,testCafe,card,admin,Oralet,1,s2,2021-09-06 20:19:05.427000+00:00
521,P1,2021-08-06 15:30:01.388999+00:00,5.5,testCafeAdmin,testCafe,card,admin,SU,1,s7,2021-08-06 15:55:56.216000+00:00
522,P2,2021-08-15 15:37:22.661000+00:00,13.68,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,s1,2021-08-15 16:25:24.786999+00:00
523,P6,2021-08-27 17:27:04.058000+00:00,27.692,testCafeAdmin,testCafe,card,admin,CheeseCake,1,s7,2021-08-27 18:00:24.549000+00:00
524,P6,2021-08-23 19:46:15.322000+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d16,2021-08-23 20:24:07.970000+00:00
525,P5,2021-07-16 17:49:29.348000+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d4,2021-07-16 18:15:36.148999+00:00
526,P1,2021-08-17 13:38:21.556999+00:00,30,testCafeAdmin,testCafe,card,admin,Oralet,1,d3,2021-08-17 14:00:14.440000+00:00
527,P2,2021-08-15 19:55:41.010999+00:00,15,testCafeAdmin,testCafe,cash,admin,Çay,3,d1,2021-08-15 20:14:08.426000+00:00
528,P1,2021-07-21 17:54:49.407000+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d14,2021-07-21 18:51:09.979000+00:00
529,P1,2021-08-20 18:11:29.122999+00:00,40.4685,testCafeAdmin,testCafe,card,admin,Limonata,2,b4,2021-08-20 19:12:02.108000+00:00
530,P2,2021-08-15 11:58:13.566999+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d11,2021-08-15 12:34:44.503999+00:00
531,P3,2021-09-09 18:07:05.598000+00:00,30,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d10,2021-09-09 18:37:58.907000+00:00
532,P6,2021-08-09 18:34:45.858999+00:00,10,testCafeAdmin,testCafe,card,admin,Çay,2,b8,2021-08-09 19:19:45.188999+00:00
533,P1,2021-08-25 15:19:39.033999+00:00,14,testCafeAdmin,testCafe,card,admin,SODA,2,b1,2021-08-25 16:13:35.430999+00:00
